year,day_of_week,hour_of_day,minute,num_rides
2016,3,10,24,1395
2017,1,10,22,1801
2016,4,10,5,1750
2017,4,10,55,1595
2017,3,10,58,1346
2017,2,10,13,1528
2015,5,10,7,1165
2016,3,10,29,1252
2014,4,10,21,783
2016,7,10,44,1903
2017,6,10,36,1600
2017,6,10,40,1588
2017,6,10,0,2010
2017,6,10,12,1801
2015,2,10,5,1003
2016,5,10,3,1747
2016,2,10,5,1323
2016,2,10,33,1259
2016,3,10,26,1242
2015,2,10,49,956
2017,4,10,19,1782
2017,3,10,3,1860
2017,4,10,28,1734
2017,3,10,55,1430
2017,3,10,5,1814
2016,6,10,32,1456
2017,2,10,25,1414
2015,6,10,34,1056
2017,1,10,9,1665
2016,1,10,39,1581
2016,5,10,5,1690
2015,4,10,6,1131
2017,3,10,28,1552
2015,4,10,47,975
2016,2,10,49,1214
2016,2,10,7,1288
2017,6,10,49,1572
2016,5,10,39,1435
2016,3,10,10,1459
2017,6,10,47,1561
2017,4,10,38,1676
2017,7,10,6,1783
2017,3,10,45,1566
2017,5,10,12,1753
2016,1,10,32,1357
2017,2,10,53,1278
2017,4,10,33,1628
2015,6,10,32,1081
2017,4,10,2,2107
2017,2,10,12,1468
2016,6,10,11,1509
2017,7,10,0,1777
2016,6,10,14,1494
2017,2,10,14,1535
2017,5,10,34,1671
2016,5,10,21,1513
2016,2,10,30,1218
2015,3,10,9,1054
2017,6,10,5,1863
2015,3,10,17,938
2015,5,10,45,1044
2016,3,10,2,1624
2017,6,10,59,1410
2015,2,10,37,874
2016,2,10,48,1183
2016,3,10,44,1295
2016,4,10,30,1430
2017,5,10,9,1811
2017,2,10,58,1268
2017,5,10,25,1612
2017,3,10,11,1723
2017,5,10,15,1759
2017,3,10,23,1697
2017,4,10,17,1818
2016,3,10,37,1318
2017,5,10,26,1701
2016,3,10,52,1312
2017,4,10,15,1845
2017,4,10,59,1522
2016,6,10,45,1382
2017,6,10,15,1767
2017,7,10,21,2050
2017,4,10,1,2092
2017,5,10,37,1703
2017,3,10,43,1483
2017,5,10,30,1584
2016,3,10,16,1400
2017,5,10,45,1696
2017,5,10,16,1776
2017,5,10,5,1844
2017,4,10,36,1638
2017,4,10,51,1629
2016,5,10,16,1510
2017,4,10,10,1880
2016,4,10,7,1684
2017,2,10,37,1438
2016,4,10,34,1425
2017,5,10,48,1613
2017,2,10,9,1576
2016,4,10,56,1316
2017,5,10,3,2019
2017,3,10,14,1664
2017,5,10,11,1770
2015,6,10,2,1237
2017,3,10,7,1742
2020,3,10,35,1866
2021,4,10,42,130
2019,3,10,46,2048
2019,7,10,59,3026
2019,4,10,2,2524
2020,5,10,35,1799
2019,4,10,17,2297
2018,2,10,2,1783
2019,7,10,42,3082
2019,1,10,16,2205
2019,6,10,46,2175
2020,5,10,17,1817
2019,5,10,48,2062
2020,4,10,42,2027
2020,6,10,18,1704
2020,3,10,17,1823
2020,2,10,29,1646
2020,5,10,31,1757
2020,7,10,25,2658
2018,1,10,17,1868
2018,4,10,24,1750
2018,2,10,56,1517
2020,1,10,24,2387
2018,7,10,21,2180
2018,7,10,57,2408
2018,1,10,27,1928
2018,4,10,14,1962
2019,1,10,4,2026
2018,5,10,12,1985
2018,4,10,18,1855
2018,1,10,15,1735
2020,6,10,57,1823
2018,2,10,10,1677
2018,7,10,7,2038
2020,1,10,15,2144
2018,1,10,28,1902
2018,7,10,15,2165
2018,2,10,18,1614
2018,7,10,58,2388
2018,7,10,22,2208
2018,4,10,59,1586
2018,6,10,44,1836
2018,3,10,45,1571
2018,7,10,0,1914
2020,1,10,38,2702
2018,7,10,38,2429
2018,3,10,28,1733
2020,2,10,30,1642
2019,2,10,3,2156
2018,7,10,26,2238
2019,4,10,0,2629
2018,5,10,44,1739
2018,1,10,7,1684
2018,4,10,21,1903
2020,7,10,17,2639
2020,3,10,8,2015
2021,7,10,14,171
2020,2,10,5,1709
2019,6,10,8,2421
2018,3,10,10,1900
2021,7,10,27,172
2020,2,10,3,1662
2018,2,10,39,1587
2020,3,10,2,1923
2018,4,10,53,1700
2021,6,10,54,149
2018,1,10,35,1986
2018,6,10,33,1774
2020,5,10,13,1819
2018,2,10,43,1591
2019,3,10,56,1947
2019,3,10,28,2026
2020,7,10,28,2702
2018,4,10,13,1879
2018,7,10,9,2133
2018,3,10,52,1642
2018,3,10,4,2015
2019,2,10,21,1904
2019,5,10,11,2139
2018,1,10,30,1970
2018,3,10,18,1758
2018,3,10,40,1762
2018,7,10,46,2352
2020,2,10,7,1732
2020,3,10,58,1793
2021,3,10,35,112
2018,4,10,16,1937
2020,1,10,18,2207
2019,1,10,33,2327
2018,3,10,46,1683
2020,3,10,27,1875
2018,7,10,52,2486
2020,3,10,32,1875
2021,3,10,4,108
2019,4,10,19,2169
2020,1,10,57,2738
2019,7,10,58,2960
2018,6,10,35,1889
2018,3,10,11,1906
2020,1,10,33,2544
2020,5,10,43,1805
2018,1,10,56,2132
2020,1,10,39,2642
2018,4,10,3,2105
2020,1,10,53,2747
2018,7,10,53,2502
2020,7,10,59,3007
2018,4,10,31,1742
2018,7,10,10,2081
2018,7,10,59,2407
2018,4,10,36,1743
2019,6,10,22,2187
2020,6,10,19,1824
2018,6,10,57,1681
2018,7,10,47,2441
2018,5,10,59,1603
2021,3,10,58,139
2020,1,10,5,2076
2020,3,10,26,1838
2020,3,10,12,2008
2020,2,10,15,1691
2021,2,10,45,147
2020,6,10,47,1904
2018,4,10,7,2118
2018,1,10,1,1543
2018,2,10,46,1576
2020,7,10,8,2437
2018,4,10,27,1729
2018,3,10,20,1759
2018,4,10,58,1577
2019,1,10,53,2682
2018,1,10,18,1812
2018,5,10,30,1739
2020,1,10,37,2694
2018,2,10,28,1545
2018,7,10,6,2082
2021,6,10,44,135
2021,7,10,2,155
2018,2,10,40,1515
2020,2,10,31,1643
2018,3,10,6,1914
2020,4,10,19,1899
2020,6,10,1,1701
2018,1,10,31,2015
2018,6,10,50,1837
2021,7,10,38,185
2018,1,10,42,2122
2018,6,10,32,1761
2018,7,10,34,2206
2020,3,10,43,1907
2019,6,10,21,2195
2021,2,10,24,94
2018,4,10,51,1724
2019,2,10,32,1902
2020,7,10,37,2771
2018,6,10,4,2119
2021,7,10,43,167
2019,5,10,28,1941
2020,3,10,33,1955
2018,7,10,54,2474
2018,2,10,48,1578
2018,4,10,32,1630
2019,1,10,9,2146
2019,7,10,20,2716
2018,3,10,1,2052
2019,4,10,59,1865
2018,6,10,12,1879
2019,3,10,32,1940
2019,1,10,22,2223
2019,1,10,47,2804
2020,7,10,57,3054
2018,1,10,37,2026
2019,7,10,31,2654
2018,2,10,32,1505
2018,7,10,14,2240
2018,5,10,7,2110
2021,7,10,15,147
2018,1,10,10,1755
2018,7,10,17,2190
2018,1,10,21,1918
2019,6,10,15,2214
2018,7,10,23,2184
2018,4,10,52,1669
2018,4,10,34,1665
2019,7,10,21,2784
2019,4,10,30,1958
2018,2,10,11,1656
2019,1,10,24,2270
2018,3,10,44,1711
2019,7,10,1,2324
2020,5,10,51,1783
2020,2,10,14,1719
2019,3,10,58,1819
2021,2,10,20,100
2020,5,10,1,1836
2018,1,10,26,1917
2018,6,10,43,1743
2019,6,10,9,2459
2020,5,10,20,1797
2018,1,10,59,2167
2019,7,10,54,3172
2020,7,10,32,2672
2018,6,10,34,1807
2019,6,10,17,2283
2019,3,10,44,2007
2019,5,10,56,1956
2020,5,10,57,1738
2018,2,10,41,1475
2019,7,10,39,3069
2018,2,10,9,1763
2018,2,10,17,1565
2019,1,10,32,2319
2018,5,10,0,2192
2019,3,10,23,2082
2019,4,10,7,2345
2020,3,10,59,1869
2019,1,10,50,2808
2018,5,10,52,1688
2019,2,10,5,2139
2018,5,10,8,2078
2020,1,10,44,2738
2020,6,10,13,1846
2019,2,10,46,1806
2018,1,10,58,1992
2018,5,10,26,1779
2019,5,10,49,2039
2021,7,10,39,183
2020,2,10,20,1808
2021,6,10,18,134
2019,1,10,11,2199
2018,1,10,33,2068
2019,4,10,46,2020
2020,7,10,21,2640
2020,3,10,30,1834
2020,1,10,30,2470
2018,2,10,19,1591
2020,7,10,9,2426
2018,4,10,0,2279
2021,6,10,14,117
2019,1,10,25,2286
2019,2,10,11,2114
2018,3,10,33,1682
2019,1,10,56,2577
2019,7,10,57,3018
2020,3,10,45,2029
2019,5,10,12,2176
2018,6,10,28,1849
2021,3,10,28,107
2020,3,10,55,1902
2019,4,10,18,2257
2019,3,10,57,1825
2019,5,10,34,1917
2019,6,10,14,2239
2019,7,10,51,3154
2019,6,10,28,2119
2020,7,10,53,3055
2019,3,10,30,1990
2020,2,10,37,1724
2020,1,10,25,2363
2020,1,10,20,2330
2019,1,10,40,2587
2019,3,10,1,2439
2018,6,10,22,1850
2019,1,10,41,2575
2020,2,10,48,1840
2021,7,10,33,173
2019,1,10,59,2573
2019,5,10,2,2321
2018,6,10,25,1766
2020,1,10,7,2192
2021,2,10,35,125
2018,2,10,21,1547
2020,1,10,56,2787
2019,3,10,25,1952
2019,4,10,12,2404
2019,2,10,58,1622
2021,2,10,6,129
2020,3,10,47,1973
2019,2,10,33,1898
2018,6,10,13,1910
2018,4,10,46,1830
2019,3,10,38,2113
2019,2,10,52,1889
2021,6,10,4,139
2018,4,10,17,1881
2019,4,10,27,2136
2019,3,10,19,2190
2020,6,10,50,1855
2019,7,10,15,2698
2018,6,10,6,2097
2018,2,10,33,1481
2020,6,10,49,1899
2019,4,10,53,1977
2018,7,10,48,2478
2021,4,10,22,144
2020,3,10,48,2089
2021,5,10,2,120
2019,6,10,49,2201
2021,1,10,32,125
2018,2,10,24,1592
2021,1,10,49,139
2019,7,10,48,3090
2021,5,10,44,132
2021,2,10,31,124
2020,6,10,55,1816
2019,4,10,22,2202
2020,7,10,46,3007
2020,5,10,46,1880
2018,1,10,20,1886
2018,1,10,47,2275
2019,7,10,13,2662
2021,5,10,23,134
2020,1,10,11,2266
2020,7,10,56,3036
2020,7,10,27,2628
2018,6,10,47,1854
2019,5,10,3,2318
2018,1,10,39,2018
2019,4,10,39,2040
2019,5,10,44,2026
2020,7,10,44,2890
2019,3,10,37,1942
2020,6,10,29,1777
2018,1,10,9,1714
2020,6,10,28,1693
2019,2,10,59,1685
2018,5,10,17,1932
2019,3,10,7,2332
2019,4,10,25,2068
2018,6,10,54,1720
2021,4,10,3,127
2018,7,10,56,2465
2020,5,10,21,1841
2019,7,10,34,2825
2018,7,10,43,2411
2020,4,10,2,1928
2018,2,10,45,1588
2018,3,10,42,1646
2019,4,10,57,1953
2019,7,10,7,2582
2019,2,10,36,1817
2021,7,10,16,162
2018,4,10,49,1754
2019,2,10,43,1906
2020,3,10,50,1922
2019,5,10,55,1834
2018,2,10,14,1744
2020,7,10,43,3048
2019,5,10,13,2151
2019,7,10,25,2757
2019,2,10,20,2015
2020,2,10,47,1786
2018,1,10,41,2068
2019,5,10,45,2028
2021,7,10,37,174
2020,6,10,7,1655
2019,4,10,26,2076
2020,5,10,3,1925
2020,6,10,8,1712
2018,6,10,23,1819
2019,6,10,20,2256
2019,2,10,54,1754
2020,7,10,1,2334
2018,6,10,1,2175
2020,3,10,1,2016
2018,4,10,29,1700
2019,5,10,1,2322
2020,4,10,40,2038
2020,4,10,45,1975
2018,5,10,15,1939
2020,2,10,40,1746
2020,4,10,37,1888
2020,3,10,41,1970
2020,6,10,16,1797
2020,6,10,9,1799
2019,6,10,40,2251
2020,3,10,49,1961
2020,4,10,39,2039
2020,5,10,25,1733
2020,4,10,3,1928
2019,6,10,44,2210
2019,6,10,29,2155
2020,5,10,6,1853
2020,4,10,24,1999
2018,2,10,8,1736
2020,1,10,59,2793
2021,7,10,42,200
2021,5,10,9,129
2021,3,10,10,127
2018,1,10,24,1868
2020,6,10,36,1835
2019,6,10,25,2186
2020,5,10,28,1776
2020,3,10,7,1860
2020,3,10,18,1948
2019,1,10,20,2223
2018,6,10,56,1684
2019,7,10,26,2739
2021,5,10,52,127
2021,6,10,50,137
2019,1,10,13,2211
2018,3,10,26,1690
2018,5,10,45,1755
2019,3,10,14,2134
2019,4,10,41,2085
2019,4,10,11,2346
2018,3,10,59,1507
2019,1,10,29,2329
2020,3,10,37,1996
2020,4,10,55,1999
2019,7,10,30,2893
2021,6,10,58,120
2019,6,10,19,2256
2020,6,10,41,1907
2020,6,10,48,1992
2018,4,10,22,1843
2019,2,10,34,1877
2020,3,10,34,1934
2020,4,10,9,1976
2019,4,10,9,2372
2018,6,10,8,1927
2020,6,10,42,1877
2020,7,10,12,2452
2020,3,10,38,1954
2018,4,10,10,1880
2020,1,10,35,2500
2018,4,10,11,2001
2020,6,10,11,1759
2020,5,10,52,1845
2020,5,10,12,1851
2019,7,10,47,3094
2019,2,10,23,1934
2019,4,10,56,1850
2018,3,10,13,1791
2019,4,10,38,2099
2020,5,10,54,1831
2018,3,10,30,1668
2020,3,10,19,1940
2018,2,10,44,1603
2019,3,10,33,1987
2020,2,10,25,1723
2020,5,10,59,1660
2018,6,10,20,1930
2018,2,10,42,1493
2019,4,10,5,2337
2018,4,10,54,1769
2019,2,10,7,2113
2020,2,10,34,1689
2020,5,10,16,1757
2021,6,10,52,154
2020,3,10,20,1936
2018,2,10,27,1582
2020,4,10,52,1974
2019,5,10,50,1988
2019,6,10,26,2119
2018,2,10,3,1770
2018,5,10,20,1853
2020,2,10,55,1707
2021,2,10,36,127
2021,2,10,39,124
2020,7,10,18,2525
2020,2,10,24,1676
2020,6,10,4,1756
2018,4,10,4,2079
2019,3,10,15,2181
2018,5,10,33,1758
2018,3,10,41,1657
2020,4,10,33,1907
2019,5,10,53,1941
2019,6,10,35,2175
2020,4,10,8,1937
2018,6,10,38,1861
2018,5,10,50,1817
2018,6,10,40,1842
2019,4,10,58,1893
2020,4,10,4,1926
2019,4,10,16,2244
2019,2,10,39,1875
2019,6,10,33,2159
2018,5,10,5,2050
2020,6,10,15,1797
2021,3,10,0,126
2020,4,10,14,1967
2020,5,10,22,1728
2020,3,10,23,1849
2020,3,10,11,1918
2019,2,10,12,2069
2019,5,10,7,2155
2020,5,10,34,1763
2019,5,10,58,1804
2021,7,10,1,147
2013,3,10,24,508
2014,6,10,15,881
2014,6,10,2,990
2013,5,10,15,557
2014,3,10,18,825
2014,6,10,53,794
2013,6,10,16,542
2014,5,10,2,896
2014,7,10,6,794
2013,5,10,10,569
2014,5,10,25,777
2014,5,10,14,765
2014,5,10,20,789
2013,3,10,26,521
2014,2,10,7,773
2013,6,10,50,491
2013,5,10,38,501
2021,2,10,32,132
2021,2,10,9,108
2021,6,10,1,128
2021,6,10,39,145
2013,5,10,3,594
2021,4,10,25,111
2021,4,10,41,130
2021,6,10,56,135
2013,3,10,28,521
2014,4,10,14,816
2014,3,10,28,841
2013,5,10,0,609
2018,3,10,9,1935
2021,4,10,39,135
2021,6,10,20,134
2021,7,10,51,197
2021,2,10,13,97
2021,5,10,47,121
2021,3,10,21,115
2021,2,10,59,118
2021,3,10,45,134
2021,4,10,24,107
2021,4,10,36,117
2021,7,10,40,200
2021,1,10,34,122
2021,2,10,27,115
2021,4,10,40,120
2021,6,10,3,128
2021,2,10,2,138
2020,2,10,58,1654
2021,7,10,24,168
2021,3,10,55,117
2021,7,10,47,186
2021,6,10,35,132
2021,3,10,44,107
2021,6,10,30,126
2021,2,10,14,120
2021,4,10,54,108
2021,1,10,9,123
2021,6,10,49,139
2021,4,10,33,126
2021,1,10,22,144
2021,3,10,30,106
2021,6,10,53,143
2021,4,10,19,117
2021,5,10,56,122
2021,2,10,41,111
2021,6,10,51,140
2021,4,10,47,144
2021,2,10,12,107
2021,7,10,45,198
2021,3,10,9,127
2021,5,10,36,105
2021,4,10,49,134
2021,7,10,30,171
2021,3,10,50,105
2021,2,10,3,100
2021,4,10,0,143
2021,4,10,43,131
2021,3,10,29,119
2021,3,10,43,133
2021,7,10,36,170
2021,1,10,31,130
2021,7,10,49,203
2021,6,10,5,115
2021,5,10,18,144
2021,5,10,40,136
2021,1,10,7,115
2021,5,10,7,117
2021,5,10,31,131
2021,7,10,41,175
2021,4,10,53,138
2021,3,10,23,112
2021,6,10,23,127
2021,4,10,26,116
2021,6,10,36,136
2021,7,10,20,142
2021,2,10,17,126
2021,3,10,36,114
2021,6,10,47,149
2021,2,10,0,116
2021,4,10,55,102
2021,4,10,31,123
2021,2,10,52,147
2021,1,10,30,135
2021,1,10,3,93
2021,3,10,31,126
2021,1,10,6,111
2021,3,10,51,133
2021,1,10,25,116
2021,2,10,48,125
2021,6,10,9,131
2021,7,10,31,170
2021,3,10,53,125
2021,2,10,21,106
2021,5,10,27,106
2021,5,10,12,104
2021,1,10,18,107
2021,6,10,2,130
2021,1,10,4,97
2021,2,10,30,115
2021,7,10,12,180
2021,5,10,46,122
2021,3,10,47,99
2021,1,10,12,118
2021,1,10,27,126
2021,2,10,16,94
2021,2,10,29,119
2021,2,10,54,101
2015,6,11,45,1162
2015,6,11,18,986
2015,4,11,18,959
2016,1,11,42,2031
2015,6,11,50,1221
2016,3,11,59,1342
2019,7,11,37,3573
2017,1,11,2,2009
2018,6,11,44,2018
2018,7,11,29,2749
2017,7,11,29,2504
2017,4,11,59,1783
2017,2,11,41,1518
2019,5,11,58,2091
2019,3,11,47,2315
2020,1,11,39,3375
2019,4,11,56,2287
2020,7,11,36,3344
2019,2,11,40,1973
2017,1,11,35,2361
2017,7,11,50,2684
2019,7,11,52,3751
2020,7,11,7,3014
2018,4,11,12,1668
2019,6,11,50,2596
2019,6,11,20,2110
2014,4,11,11,662
2014,1,11,18,1120
2013,7,11,54,987
2014,7,11,21,1101
2014,2,11,4,657
2014,2,11,57,833
2014,1,11,58,1252
2013,3,11,46,571
2014,7,11,4,1091
2013,1,11,23,757
2014,7,11,16,1110
2013,7,11,44,942
2014,5,11,1,639
2014,7,11,34,1237
2014,1,11,36,1145
2013,1,11,26,756
2013,6,11,36,577
2014,1,11,16,1122
2013,7,11,57,1004
2014,3,11,35,777
2014,1,11,46,1261
2014,6,11,30,832
2014,6,11,19,820
2013,2,11,44,556
2014,5,11,29,698
2014,4,11,40,818
2014,2,11,8,694
2014,2,11,30,713
2014,2,11,41,775
2013,1,11,40,912
2014,2,11,55,904
2013,2,11,59,509
2014,5,11,12,656
2013,3,11,29,477
2014,1,11,35,1149
2013,2,11,54,571
2013,2,11,24,393
2013,2,11,47,560
2014,7,11,8,1109
2014,1,11,6,1007
2014,7,11,26,1122
2013,7,11,39,985
2013,2,11,19,416
2014,3,11,10,736
2014,6,11,10,785
2014,6,11,7,790
2013,2,11,36,459
2013,1,11,2,723
2013,1,11,32,839
2013,1,11,36,860
2013,2,11,0,393
2014,2,11,50,902
2013,2,11,55,545
2014,1,11,43,1229
2014,7,11,22,1080
2014,7,11,59,1239
2014,1,11,56,1246
2014,4,11,25,676
2013,4,11,15,503
2014,1,11,12,1070
2013,1,11,25,761
2014,5,11,34,720
2013,4,11,24,508
2013,2,11,29,450
2013,1,11,30,769
2013,1,11,49,884
2014,7,11,24,1068
2013,7,11,18,838
2014,1,11,38,1228
2013,1,11,42,842
2013,5,11,40,526
2013,5,11,27,447
2014,3,11,48,932
2013,7,11,2,834
2013,6,11,31,577
2013,1,11,44,894
2014,2,11,39,826
2014,7,11,13,1149
2014,7,11,2,971
2014,6,11,53,959
2014,1,11,9,1057
2013,1,11,13,782
2014,4,11,51,866
2014,6,11,17,784
2013,1,11,51,915
2014,2,11,48,886
2013,6,11,29,528
2014,6,11,55,954
2014,7,11,55,1257
2013,6,11,47,590
2013,1,11,4,721
2013,6,11,38,584
2014,7,11,35,1186
2014,7,11,38,1197
2013,5,11,28,461
2014,6,11,48,986
2014,1,11,40,1291
2013,7,11,1,734
2014,2,11,14,768
2013,7,11,36,899
2013,3,11,13,477
2014,6,11,23,795
2013,1,11,56,832
2013,5,11,5,495
2014,1,11,47,1332
2014,4,11,58,792
2014,1,11,52,1213
2013,7,11,15,786
2014,5,11,10,661
2013,7,11,6,747
2013,7,11,10,826
2013,1,11,50,833
2014,2,11,58,839
2014,1,11,34,1188
2014,4,11,49,905
2013,1,11,31,801
2013,3,11,20,510
2014,1,11,2,982
2013,7,11,11,861
2014,3,11,46,836
2014,1,11,41,1224
2013,6,11,58,592
2013,1,11,54,893
2014,3,11,12,667
2014,5,11,44,798
2014,3,11,24,670
2013,6,11,28,565
2013,3,11,54,616
2013,4,11,44,580
2013,3,11,36,515
2014,6,11,26,786
2014,6,11,54,942
2014,2,11,59,869
2014,6,11,28,797
2014,4,11,48,855
2013,6,11,7,481
2013,4,11,42,568
2014,4,11,27,677
2013,1,11,46,939
2013,3,11,37,504
2013,3,11,19,511
2013,6,11,37,565
2014,1,11,51,1348
2013,7,11,12,825
2014,3,11,44,810
2013,3,11,42,564
2013,5,11,20,456
2013,6,11,42,612
2014,7,11,6,1067
2014,4,11,13,736
2014,4,11,46,835
2014,3,11,6,739
2013,5,11,55,588
2013,4,11,39,552
2014,3,11,27,715
2014,3,11,2,751
2014,3,11,14,708
2014,7,11,30,1144
2014,4,11,2,683
2014,6,11,58,948
2013,5,11,43,510
2014,2,11,49,902
2014,3,11,5,715
2013,2,11,31,466
2014,6,11,21,791
2013,6,11,48,640
2014,4,11,10,724
2014,5,11,41,807
2014,3,11,53,874
2014,1,11,19,1112
2014,7,11,37,1276
2014,4,11,55,823
2013,7,11,9,820
2014,7,11,43,1297
2013,5,11,51,615
2013,4,11,19,482
2014,4,11,20,674
2013,1,11,35,824
2013,2,11,11,453
2013,4,11,31,543
2014,5,11,36,725
2013,4,11,51,634
2014,4,11,16,671
2014,1,11,59,1252
2013,6,11,16,493
2014,2,11,35,747
2014,7,11,29,1231
2013,6,11,22,534
2013,1,11,57,889
2014,3,11,4,694
2014,6,11,44,999
2014,4,11,17,684
2014,7,11,53,1269
2013,3,11,45,562
2014,4,11,57,831
2013,7,11,4,764
2013,7,11,3,725
2014,1,11,53,1307
2013,6,11,50,625
2013,6,11,3,447
2013,4,11,10,505
2014,5,11,19,698
2013,5,11,10,470
2013,4,11,17,438
2013,1,11,8,774
2013,5,11,49,557
2013,5,11,33,513
2014,5,11,54,770
2014,2,11,2,682
2014,4,11,26,742
2013,4,11,18,497
2014,1,11,13,1121
2014,5,11,7,679
2013,5,11,25,441
2013,1,11,14,720
2014,2,11,6,686
2013,4,11,6,481
2014,6,11,0,775
2014,4,11,1,691
2014,2,11,5,667
2014,5,11,52,840
2013,2,11,17,448
2014,5,11,17,705
2014,4,11,42,803
2013,7,11,7,812
2013,5,11,26,489
2013,6,11,11,511
2013,3,11,2,473
2013,5,11,58,578
2014,5,11,30,630
2013,2,11,45,547
2014,3,11,58,843
2013,4,11,12,526
2013,4,11,9,509
2014,6,11,4,819
2013,3,11,40,540
2014,4,11,56,851
2014,3,11,42,893
2014,5,11,35,692
2014,1,11,26,1142
2013,4,11,27,490
2014,2,11,33,720
2013,7,11,33,841
2013,6,11,27,529
2014,4,11,30,677
2013,6,11,19,506
2014,6,11,5,785
2014,5,11,9,683
2014,5,11,15,655
2014,6,11,56,967
2015,7,11,9,1346
2017,6,11,16,1561
2014,6,11,22,842
2015,3,11,0,835
2016,1,11,7,1587
2015,7,11,4,1342
2016,2,11,7,1111
2015,3,11,19,833
2016,1,11,11,1649
2015,6,11,21,979
2015,1,11,15,1273
2015,1,11,36,1407
2015,5,11,0,921
2017,2,11,21,1378
2015,1,11,28,1363
2015,6,11,56,1132
2013,1,11,9,767
2015,5,11,56,1094
2015,1,11,40,1498
2015,1,11,31,1359
2016,3,11,30,1243
2016,7,11,24,2029
2015,4,11,38,977
2016,1,11,49,2064
2015,2,11,54,1002
2016,7,11,19,1982
2015,1,11,30,1349
2015,1,11,23,1381
2016,6,11,44,1740
2015,2,11,23,901
2015,6,11,29,1023
2015,1,11,11,1264
2015,7,11,29,1479
2016,4,11,36,1404
2016,1,11,5,1654
2017,7,11,37,2577
2015,1,11,58,1417
2015,1,11,19,1350
2016,5,11,32,1385
2015,3,11,35,962
2013,7,11,47,999
2016,1,11,30,1800
2015,1,11,5,1228
2016,5,11,49,1593
2015,7,11,2,1263
2016,6,11,17,1410
2016,4,11,4,1287
2015,2,11,6,840
2015,1,11,59,1435
2015,3,11,53,1044
2015,3,11,59,1056
2017,5,11,5,1502
2015,1,11,8,1233
2016,1,11,25,1800
2015,5,11,59,1058
2015,4,11,52,1101
2015,1,11,0,1179
2015,7,11,52,1683
2015,4,11,22,927
2015,6,11,33,1056
2015,4,11,33,950
2015,1,11,48,1489
2015,3,11,22,871
2015,5,11,43,1182
2014,3,11,18,689
2015,4,11,5,958
2015,1,11,32,1422
2017,4,11,19,1488
2016,1,11,6,1639
2015,3,11,13,828
2015,5,11,37,1027
2015,1,11,24,1323
2016,1,11,35,2012
2015,7,11,0,1339
2015,4,11,32,958
2016,6,11,50,1682
2015,1,11,4,1201
2015,6,11,32,1046
2016,7,11,49,2323
2015,7,11,41,1511
2015,1,11,43,1549
2017,1,11,6,2114
2017,1,11,31,2240
2015,5,11,47,1104
2017,7,11,49,2731
2016,3,11,32,1204
2015,6,11,37,1094
2016,6,11,26,1482
2015,2,11,37,967
2016,7,11,31,2062
2016,7,11,47,2263
2016,2,11,50,1396
2015,4,11,56,1077
2016,6,11,45,1618
2016,7,11,2,1819
2016,3,11,2,1175
2016,1,11,40,1910
2015,7,11,24,1377
2015,1,11,37,1412
2016,4,11,46,1581
2015,1,11,47,1523
2016,1,11,31,1878
2015,1,11,18,1325
2016,1,11,44,1989
2016,7,11,46,2347
2013,4,11,21,473
2015,2,11,20,857
2015,2,11,59,979
2014,6,11,24,781
2015,4,11,14,918
2015,7,11,55,1558
2016,3,11,3,1184
2015,4,11,2,911
2015,6,11,25,990
2015,1,11,16,1285
2017,2,11,25,1444
2016,4,11,45,1518
2015,5,11,57,1073
2015,3,11,7,746
2015,7,11,5,1382
2015,5,11,58,1068
2015,6,11,26,1008
2016,7,11,6,1853
2015,5,11,30,1005
2015,4,11,57,1105
2016,4,11,26,1330
2015,2,11,39,941
2017,5,11,19,1509
2015,1,11,50,1428
2016,4,11,31,1388
2015,7,11,56,1607
2016,5,11,24,1374
2015,4,11,40,1009
2016,7,11,21,2040
2015,3,11,4,782
2016,2,11,36,1257
2016,7,11,56,2217
2016,4,11,0,1241
2015,6,11,43,1211
2015,1,11,20,1367
2016,1,11,39,1949
2017,1,11,1,2062
2016,7,11,54,2313
2016,2,11,19,1123
2015,5,11,3,908
2017,1,11,22,2213
2017,6,11,48,1860
2015,6,11,44,1120
2017,4,11,54,1852
2015,7,11,35,1563
2016,4,11,40,1492
2017,6,11,36,1730
2016,3,11,5,1139
2016,6,11,55,1692
2017,1,11,38,2530
2015,5,11,32,965
2016,3,11,57,1415
2015,6,11,16,1022
2015,3,11,28,842
2016,2,11,29,1117
2015,3,11,27,827
2017,1,11,3,2110
2016,5,11,10,1322
2016,5,11,26,1367
2015,5,11,25,952
2016,6,11,48,1795
2015,6,11,20,1016
2017,2,11,5,1292
2016,7,11,15,2098
2015,3,11,5,824
2017,1,11,39,2422
2016,1,11,23,1847
2017,1,11,7,2141
2015,7,11,16,1397
2017,5,11,16,1530
2017,6,11,52,1904
2016,1,11,12,1727
2015,3,11,57,1043
2016,5,11,41,1539
2016,7,11,43,2290
2016,1,11,55,1868
2015,6,11,12,1013
2016,1,11,51,2050
2015,2,11,44,1023
2015,2,11,27,882
2017,3,11,2,1417
2016,7,11,7,1956
2017,2,11,6,1313
2017,1,11,57,2453
2017,4,11,57,1766
2017,7,11,18,2551
2016,4,11,48,1550
2017,6,11,43,1731
2017,7,11,56,2591
2016,1,11,34,1922
2015,4,11,1,1006
2015,6,11,1,907
2016,6,11,0,1274
2016,4,11,16,1320
2015,3,11,3,808
2015,2,11,34,945
