year,day_of_week,hour_of_day,minute,num_rides
2017,3,21,1,1474
2017,7,21,25,950
2016,4,21,42,1121
2017,4,21,56,1301
2016,6,21,1,1001
2016,7,21,12,811
2017,2,21,29,1210
2016,2,21,35,1032
2016,3,21,21,1240
2016,1,21,14,844
2016,1,21,0,839
2017,7,21,19,1042
2015,1,21,36,566
2015,1,21,22,593
2016,7,21,20,814
2015,7,21,39,543
2016,3,21,49,1100
2016,4,21,35,1155
2015,7,21,17,564
2017,1,21,35,917
2016,7,21,35,734
2015,5,21,44,719
2016,2,21,46,887
2015,3,21,26,831
2015,7,21,45,519
2016,5,21,12,1271
2016,2,21,54,814
2016,3,21,55,975
2017,3,21,54,1145
2016,7,21,52,737
2016,1,21,38,684
2015,5,21,30,774
2016,4,21,26,1266
2017,1,21,23,980
2015,5,21,40,706
2016,1,21,41,698
2015,5,21,13,881
2015,2,21,58,660
2016,6,21,37,964
2015,2,21,33,722
2016,1,21,27,691
2017,1,21,37,969
2017,3,21,22,1358
2017,2,21,49,1030
2015,7,21,48,540
2015,2,21,15,918
2017,2,21,58,971
2017,6,21,7,1153
2017,6,21,6,1116
2014,4,21,14,758
2016,1,21,6,865
2017,6,21,36,987
2016,7,21,43,678
2015,1,21,34,549
2015,4,21,9,1010
2016,6,21,14,936
2016,1,21,11,844
2015,5,21,53,653
2015,5,21,21,810
2015,4,21,42,823
2014,3,21,26,705
2017,7,21,11,1099
2016,4,21,38,1098
2015,5,21,55,742
2017,3,21,38,1247
2016,6,21,21,886
2017,6,21,28,1020
2016,7,21,19,801
2017,5,21,24,1386
2016,1,21,9,861
2017,7,21,46,898
2016,4,21,14,1351
2017,1,21,15,1098
2015,1,21,44,509
2016,2,21,51,897
2016,2,21,25,1098
2016,3,21,51,1027
2017,1,21,32,1024
2017,4,21,49,1243
2016,1,21,32,800
2015,1,21,51,552
2015,6,21,2,735
2016,1,21,28,743
2016,3,21,3,1396
2016,6,21,46,839
2015,3,21,11,934
2014,7,21,55,444
2014,2,21,43,588
2016,1,21,13,798
2017,1,21,3,1097
2015,5,21,18,840
2017,7,21,57,904
2015,3,21,35,781
2015,3,21,54,670
2017,6,21,40,979
2016,6,21,6,1009
2017,7,21,44,895
2017,6,21,39,941
2016,4,21,15,1267
2016,6,21,17,989
2016,2,21,29,995
2017,4,21,41,1320
2017,2,21,5,1487
2016,5,21,39,1095
2016,6,21,43,814
2017,3,21,29,1363
2016,7,21,25,802
2016,2,21,12,1181
2016,1,21,26,781
2017,3,21,47,1179
2017,7,21,31,899
2017,1,21,0,1179
2017,3,21,46,1206
2016,5,21,0,1340
2017,3,21,52,1149
2016,6,21,31,903
2016,3,21,44,1001
2016,6,21,26,877
2016,6,21,22,943
2017,3,21,43,1202
2017,4,21,36,1325
2017,5,21,33,1379
2016,6,21,19,925
2016,1,21,49,731
2017,5,21,6,1570
2016,7,21,26,790
2016,3,21,32,1201
2017,4,21,3,1671
2016,4,21,16,1282
2015,4,21,19,908
2016,1,21,7,890
2017,3,21,2,1494
2015,4,21,20,884
2016,4,21,54,1032
2017,7,21,42,905
2017,4,21,17,1593
2016,3,21,11,1327
2016,2,21,30,937
2016,7,21,59,673
2016,5,21,46,1086
2016,3,21,34,1108
2017,5,21,9,1507
2016,6,21,23,887
2017,4,21,30,1429
2016,7,21,46,773
2017,3,21,33,1225
2016,1,21,42,692
2016,4,21,56,1060
2016,2,21,39,1015
2017,7,21,58,903
2017,1,21,1,1135
2017,1,21,21,984
2015,6,21,49,602
2016,6,21,9,1001
2015,4,21,44,779
2016,7,21,39,698
2017,2,21,8,1455
2017,7,21,29,1017
2015,2,21,34,732
2016,3,21,20,1205
2017,2,21,24,1176
2017,3,21,42,1225
2017,6,21,8,1109
2015,5,21,34,719
2016,2,21,26,1033
2017,6,21,34,1044
2015,5,21,29,765
2016,4,21,12,1344
2017,4,21,1,1731
2016,1,21,55,665
2016,7,21,1,867
2017,2,21,15,1336
2016,6,21,11,956
2015,4,21,28,878
2016,4,21,31,1176
2017,1,21,55,910
2016,5,21,2,1358
2017,4,21,55,1291
2016,4,21,37,1120
2016,5,21,59,980
2017,3,21,59,1090
2016,1,21,20,726
2017,1,21,54,881
2017,3,21,32,1286
2017,1,21,36,924
2016,3,21,48,999
2017,6,21,38,989
2017,7,21,54,880
2016,5,21,57,1035
2017,3,21,4,1472
2016,2,21,43,923
2017,3,21,35,1221
2016,6,21,32,895
2017,6,21,44,924
2016,1,21,50,645
2016,5,21,26,1211
2017,5,21,47,1259
2016,5,21,34,1152
2017,6,21,51,954
2016,5,21,4,1341
2016,2,21,53,838
2016,2,21,9,1231
2016,1,21,39,674
2017,1,21,2,1077
2017,6,21,15,1095
2016,3,21,30,1197
2017,5,21,52,1220
2016,2,21,17,1100
2017,5,21,27,1419
2017,1,21,46,959
2017,6,21,35,964
2017,2,21,59,1037
2017,1,21,5,1171
2017,7,21,13,969
2017,5,21,34,1355
2017,6,21,42,954
2016,4,21,48,1103
2017,1,21,40,933
2017,5,21,21,1494
2017,5,21,7,1539
2017,5,21,0,1573
2017,6,21,32,956
2016,3,21,56,990
2017,6,21,27,1047
2017,6,21,55,959
2017,4,21,47,1316
2017,5,21,1,1583
2017,5,21,35,1308
2016,2,21,10,1131
2016,1,21,17,748
2016,6,21,34,839
2017,4,21,35,1437
2017,5,21,46,1266
2016,6,21,7,999
2017,1,21,52,831
2017,5,21,19,1413
2017,3,21,44,1265
2017,2,21,53,995
2017,5,21,12,1519
2019,6,21,15,1480
2020,6,21,24,1417
2020,6,21,16,1447
2020,4,21,23,1467
2018,6,21,23,1189
2019,1,21,28,1188
2019,1,21,8,1362
2020,1,21,50,1027
2019,2,21,22,1555
2018,5,21,16,1603
2018,3,21,52,1341
2018,4,21,22,1484
2020,1,21,3,1466
2018,7,21,26,1093
2019,5,21,22,1565
2018,3,21,28,1570
2019,2,21,23,1593
2020,4,21,39,1365
2019,3,21,54,1462
2018,5,21,42,1446
2020,2,21,53,1064
2018,7,21,0,1230
2018,6,21,22,1286
2018,2,21,10,1659
2019,6,21,35,1400
2018,6,21,59,1078
2019,3,21,23,1647
2021,7,21,14,71
2020,7,21,3,1642
2018,7,21,35,1024
2020,4,21,48,1275
2020,2,21,36,1164
2021,7,21,23,41
2021,3,21,21,54
2018,7,21,4,1112
2019,4,21,43,1472
2021,7,21,35,57
2019,6,21,31,1433
2020,2,21,27,1196
2018,6,21,2,1395
2021,5,21,5,81
2020,2,21,19,1363
2018,2,21,12,1559
2020,2,21,4,1508
2021,4,21,52,45
2019,6,21,49,1309
2018,7,21,19,1070
2018,2,21,56,1163
2018,1,21,42,958
2018,3,21,27,1504
2018,5,21,15,1655
2020,7,21,48,1382
2018,4,21,10,1645
2020,6,21,50,1217
2020,1,21,48,1123
2018,5,21,22,1565
2020,5,21,9,1559
2019,1,21,20,1284
2021,7,21,21,51
2021,5,21,47,49
2019,1,21,35,1157
2021,2,21,40,57
2020,5,21,10,1601
2018,4,21,13,1593
2018,7,21,43,1019
2021,4,21,3,80
2018,5,21,44,1335
2019,7,21,16,1470
2019,7,21,13,1484
2020,7,21,56,1340
2019,1,21,33,1143
2018,3,21,20,1502
2021,4,21,39,47
2021,7,21,37,60
2019,7,21,17,1532
2018,3,21,57,1281
2018,7,21,55,938
2018,1,21,2,1233
2018,7,21,17,1094
2018,2,21,21,1390
2020,7,21,29,1329
2018,1,21,58,872
2018,7,21,24,1067
2018,1,21,29,1009
2018,2,21,49,1176
2019,7,21,2,1587
2018,2,21,6,1639
2019,1,21,0,1327
2020,7,21,35,1456
2018,7,21,15,1117
2019,5,21,25,1630
2020,7,21,45,1328
2019,3,21,7,1855
2018,1,21,14,1100
2020,5,21,15,1445
2019,5,21,0,1730
2018,7,21,18,1028
2018,1,21,35,985
2018,1,21,41,925
2020,2,21,28,1233
2018,7,21,1,1172
2020,3,21,52,1237
2020,7,21,50,1409
2021,7,21,38,82
2019,7,21,5,1550
2018,1,21,40,925
2018,2,21,19,1418
2018,1,21,24,1023
2018,5,21,34,1392
2018,6,21,20,1227
2020,2,21,22,1282
2019,7,21,40,1285
2018,2,21,16,1430
2018,7,21,23,1059
2018,6,21,53,1110
2018,7,21,30,1057
2020,1,21,34,1175
2018,7,21,59,931
2019,1,21,10,1379
2019,3,21,5,1969
2019,1,21,11,1383
2020,7,21,26,1432
2018,3,21,1,1735
2020,6,21,36,1285
2018,7,21,2,1222
2018,1,21,38,1046
2019,2,21,7,1832
2019,4,21,23,1595
2020,7,21,11,1605
2018,4,21,4,1678
2018,2,21,26,1360
2018,5,21,17,1581
2019,2,21,49,1461
2019,3,21,17,1823
2018,1,21,3,1170
2019,7,21,28,1392
2020,2,21,16,1375
2020,7,21,7,1725
2019,1,21,38,1168
2019,4,21,42,1523
2020,4,21,45,1344
2019,3,21,41,1587
2018,2,21,5,1595
2020,7,21,39,1354
2018,2,21,55,1130
2020,4,21,2,1747
2021,3,21,23,46
2021,3,21,1,74
2018,6,21,37,1100
2020,5,21,3,1593
2018,6,21,55,1076
2020,7,21,52,1383
2018,5,21,45,1237
2018,3,21,11,1755
2020,5,21,39,1337
2021,5,21,24,57
2020,5,21,40,1303
2020,1,21,53,1116
2018,3,21,18,1621
2019,1,21,29,1202
2019,1,21,7,1440
2018,7,21,40,1022
2018,1,21,23,1000
2021,2,21,16,61
2018,2,21,2,1667
2019,7,21,53,1354
2019,6,21,4,1658
2020,5,21,48,1219
2019,6,21,46,1341
2020,2,21,24,1291
2020,5,21,33,1289
2018,7,21,36,1029
2020,6,21,53,1239
2020,4,21,58,1267
2019,3,21,2,1908
2020,3,21,3,1745
2018,7,21,56,954
2020,4,21,52,1233
2018,4,21,54,1323
2020,3,21,46,1233
2020,6,21,21,1417
2020,5,21,12,1506
2020,2,21,25,1267
2020,7,21,51,1247
2018,5,21,12,1647
2020,6,21,29,1323
2018,3,21,17,1574
2019,3,21,0,1933
2021,7,21,49,43
2020,2,21,17,1364
2019,5,21,52,1436
2020,2,21,46,1135
2020,7,21,8,1640
2019,5,21,32,1453
2020,3,21,33,1358
2018,4,21,58,1284
2020,3,21,23,1456
2018,4,21,41,1381
2020,6,21,25,1385
2020,7,21,42,1389
2018,1,21,0,1110
2019,2,21,1,1881
2020,3,21,31,1364
2018,5,21,4,1621
2019,7,21,19,1511
2019,4,21,49,1415
2019,7,21,56,1316
2018,7,21,53,949
2019,4,21,37,1559
2019,5,21,23,1475
2020,4,21,9,1622
2019,6,21,44,1334
2019,7,21,0,1572
2018,4,21,59,1306
2019,4,21,36,1465
2020,1,21,25,1273
2019,7,21,11,1549
2019,5,21,18,1691
2018,7,21,28,1053
2020,1,21,21,1252
2019,1,21,49,1101
2019,6,21,21,1520
2019,6,21,55,1287
2020,6,21,58,1260
2020,2,21,6,1585
2020,3,21,7,1797
2018,6,21,52,1090
2020,1,21,59,999
2019,2,21,51,1406
2019,3,21,21,1664
2018,6,21,41,1152
2018,7,21,5,1235
2018,2,21,45,1190
2020,3,21,32,1342
2020,5,21,59,1153
2020,3,21,42,1354
2018,7,21,58,978
2019,5,21,3,1845
2018,6,21,57,1036
2020,2,21,20,1316
2020,5,21,41,1281
2020,5,21,17,1483
2020,4,21,30,1319
2019,5,21,17,1780
2020,2,21,13,1475
2019,1,21,36,1156
2019,4,21,54,1454
2019,4,21,59,1397
2019,6,21,45,1356
2019,3,21,55,1421
2020,3,21,44,1311
2018,5,21,29,1422
2020,2,21,1,1554
2019,7,21,25,1454
2018,2,21,40,1240
2020,2,21,9,1521
2020,2,21,38,1136
2019,1,21,46,1122
2020,6,21,51,1191
2018,4,21,38,1462
2018,6,21,47,1064
2019,6,21,20,1461
2019,1,21,32,1209
2020,3,21,39,1331
2020,4,21,54,1281
2020,6,21,14,1502
2018,3,21,35,1491
2020,7,21,59,1314
2019,3,21,12,1858
2019,7,21,15,1535
2019,7,21,18,1473
2020,4,21,40,1329
2020,1,21,41,1220
2018,2,21,41,1261
2019,2,21,33,1501
2019,1,21,31,1145
2020,3,21,6,1729
2018,7,21,38,987
2020,6,21,3,1589
2018,4,21,57,1282
2020,4,21,11,1655
2020,1,21,24,1234
2019,5,21,55,1452
2018,5,21,48,1262
2019,6,21,42,1336
2018,3,21,51,1315
2018,3,21,41,1433
2020,6,21,32,1273
2019,5,21,44,1417
2019,6,21,53,1382
2020,4,21,43,1349
2019,7,21,29,1383
2019,1,21,16,1332
2020,2,21,0,1605
2020,5,21,18,1457
2020,6,21,15,1480
2020,2,21,44,1082
2018,7,21,20,1094
2019,6,21,12,1562
2020,1,21,14,1350
2020,1,21,33,1198
2020,3,21,9,1724
2018,2,21,58,1112
2019,5,21,10,1670
2020,4,21,18,1562
2019,4,21,11,1827
2019,2,21,8,1809
2020,2,21,11,1477
2018,4,21,48,1373
2019,2,21,24,1581
2020,2,21,59,1036
2020,2,21,48,1131
2018,5,21,39,1361
2020,4,21,37,1369
2019,3,21,27,1680
2020,6,21,27,1307
2020,7,21,19,1536
2020,1,21,57,1033
2019,4,21,27,1609
2019,4,21,52,1416
2020,4,21,38,1264
2019,4,21,17,1737
2020,1,21,32,1162
2019,2,21,55,1321
2020,3,21,25,1367
2020,2,21,54,1058
2019,3,21,59,1418
2020,4,21,28,1482
2018,2,21,39,1247
2018,6,21,29,1116
2018,3,21,33,1407
2019,1,21,21,1254
2020,1,21,17,1362
2018,3,21,38,1490
2019,5,21,21,1602
2020,7,21,25,1465
2018,6,21,16,1242
2020,6,21,8,1565
2019,1,21,2,1465
2018,6,21,43,1145
2020,6,21,31,1326
2020,2,21,57,1056
2018,3,21,45,1348
2019,1,21,22,1275
2019,6,21,14,1619
2019,5,21,35,1586
2019,2,21,28,1537
2020,4,21,59,1244
2020,3,21,0,1732
2020,2,21,30,1189
2020,3,21,48,1211
2020,7,21,0,1669
2020,3,21,37,1377
2018,3,21,54,1236
2021,2,21,45,50
2018,6,21,32,1116
2018,3,21,22,1559
2018,5,21,52,1259
2019,7,21,43,1422
2018,7,21,47,920
2019,3,21,57,1423
2021,6,21,18,53
2019,5,21,47,1421
2019,6,21,8,1587
2019,2,21,0,1888
2019,2,21,50,1308
2018,1,21,26,1011
2020,1,21,54,1062
2020,7,21,54,1268
2020,2,21,40,1162
2019,5,21,5,1903
2019,2,21,29,1570
2019,7,21,46,1308
2020,5,21,21,1350
2018,5,21,2,1616
2019,5,21,49,1366
2020,3,21,12,1577
2019,1,21,9,1439
2019,1,21,26,1199
2019,6,21,38,1373
2019,3,21,50,1530
2020,5,21,11,1566
2019,2,21,44,1370
2018,1,21,53,874
2019,4,21,58,1449
2018,4,21,56,1283
2020,6,21,6,1700
2018,1,21,33,937
2018,1,21,16,1066
2019,5,21,6,1837
2018,4,21,9,1653
2020,3,21,54,1224
2019,6,21,59,1328
2020,2,21,32,1191
2020,1,21,16,1373
2019,4,21,30,1646
2018,4,21,7,1712
2020,5,21,50,1170
2019,5,21,56,1389
2018,4,21,23,1517
2020,4,21,15,1585
2019,4,21,20,1737
2019,3,21,44,1579
2019,4,21,31,1569
2019,3,21,36,1589
2019,3,21,51,1526
2021,5,21,45,45
2020,3,21,36,1342
2019,1,21,23,1229
2018,1,21,50,888
2018,2,21,17,1360
2019,3,21,22,1840
2019,3,21,10,1953
2018,6,21,50,1105
2019,5,21,19,1644
2020,3,21,15,1578
2019,5,21,57,1363
2021,3,21,46,43
2021,3,21,19,58
2018,4,21,49,1331
2018,2,21,1,1574
2019,5,21,48,1337
2017,2,21,7,1477
2014,4,21,53,564
2014,3,21,52,635
2014,4,21,51,543
2013,6,21,26,421
2013,5,21,55,371
2015,2,21,25,815
2014,2,21,48,542
2014,7,21,33,476
2014,2,21,1,751
2017,3,21,15,1383
2015,7,21,58,548
2015,6,21,39,631
2014,4,21,57,576
2016,2,21,48,840
2015,3,21,50,695
2017,3,21,28,1304
2014,3,21,29,695
2014,3,21,50,577
2018,2,21,35,1322
2014,6,21,32,485
2014,5,21,19,719
2013,3,21,58,431
2014,4,21,56,542
2014,5,21,34,656
2014,3,21,11,761
2016,3,21,53,995
2018,5,21,50,1386
2021,7,21,12,77
2017,4,21,58,1233
2021,6,21,15,49
2015,7,21,36,494
2013,5,21,52,424
2017,6,21,49,968
2019,5,21,42,1513
2021,2,21,52,26
2021,2,21,0,53
2018,3,21,46,1307
2020,5,21,37,1321
2019,2,21,47,1340
2019,3,21,15,1791
2021,7,21,44,49
2021,7,21,5,68
2021,1,21,38,50
2018,6,21,58,1126
2017,2,21,47,1082
2021,3,21,16,63
2021,7,21,34,58
2021,1,21,51,28
2021,6,21,4,70
2016,4,21,5,1444
2021,4,21,8,89
2021,4,21,17,70
2018,3,21,43,1413
2018,2,21,3,1568
2018,4,21,43,1381
2021,4,21,35,50
2018,2,21,44,1187
2018,3,21,55,1315
2021,3,21,53,48
2021,7,21,7,66
2014,1,21,58,456
2021,4,21,33,54
2021,5,21,23,62
2021,5,21,39,33
2021,3,21,47,47
2021,6,21,30,38
2021,2,21,19,65
2021,4,21,13,67
2021,2,21,24,54
2018,5,21,46,1382
2021,4,21,48,54
2021,3,21,29,54
2014,4,21,27,639
2021,4,21,25,65
2018,5,21,47,1288
2021,6,21,12,39
2021,4,21,24,66
2013,1,21,55,378
2014,5,21,4,754
2021,3,21,13,64
2021,1,21,18,54
2014,3,21,54,530
2021,3,21,18,58
2021,5,21,16,65
2021,6,21,58,36
2021,4,21,30,58
2021,1,21,15,49
2021,6,21,43,46
2021,6,21,53,41
2014,4,21,49,545
2014,4,21,50,543
2021,5,21,51,58
2014,6,21,10,564
2021,5,21,46,48
2021,5,21,12,64
2013,6,21,56,409
2021,7,21,33,54
2021,6,21,51,42
2021,3,21,51,49
2021,5,21,31,59
2021,4,21,59,50
2021,1,21,50,39
2021,1,21,3,61
2021,3,21,4,80
2021,7,21,29,71
2021,2,21,46,39
2021,6,21,2,70
2021,7,21,51,51
2021,5,21,32,67
2021,7,21,20,62
2021,4,21,14,58
2021,3,21,45,56
2021,7,21,3,89
2021,7,21,24,58
2021,5,21,34,48
2021,2,21,4,53
2021,4,21,40,49
2021,2,21,53,52
2021,7,21,4,56
2021,2,21,18,56
2021,5,21,53,58
2021,1,21,57,35
2021,4,21,45,50
2021,5,21,7,79
2021,3,21,41,46
2021,4,21,21,56
2021,1,21,48,32
2021,2,21,1,72
2021,1,21,49,58
2021,5,21,30,44
2021,2,21,37,51
2021,6,21,54,37
2021,1,21,31,51
2021,2,21,23,52
2021,6,21,32,32
2021,5,21,36,48
2021,3,21,36,37
2021,5,21,57,53
2016,6,21,5,1004
2021,7,21,8,62
2021,7,21,28,67
2021,3,21,55,49
2021,1,21,30,34
2021,6,21,33,53
2021,2,21,54,31
2021,7,21,11,69
2021,4,21,36,55
2021,3,21,26,55
2021,4,21,57,46
2021,5,21,22,44
2021,2,21,28,50
2021,7,21,39,62
2021,4,21,23,54
2021,3,21,7,72
2021,1,21,4,44
2021,3,21,31,44
2021,3,21,44,36
2021,5,21,21,58
2021,3,21,14,72
2021,6,21,55,45
2021,2,21,49,34
2021,3,21,0,58
2021,1,21,56,41
2021,3,21,38,46
2021,1,21,54,48
2021,7,21,53,55
2021,2,21,33,49
2021,1,21,44,34
2021,6,21,17,53
2021,5,21,44,60
2021,7,21,22,70
2021,1,21,46,29
2021,2,21,42,44
2021,3,21,43,53
2021,1,21,12,56
2021,6,21,48,47
2021,3,21,49,57
2021,1,21,52,40
2016,6,21,52,782
2015,6,21,27,642
2017,2,21,9,1454
2019,4,21,10,1924
2018,4,21,1,1688
2017,3,21,41,1245
2020,5,21,35,1273
2016,7,21,11,871
2020,1,21,31,1191
2018,5,21,8,1769
2020,3,21,2,1728
2017,3,21,12,1378
2017,4,21,23,1489
2017,6,21,5,1169
2018,4,21,11,1692
2018,2,21,36,1330
2017,6,21,43,974
2018,2,21,15,1404
2020,6,21,18,1464
2020,5,21,27,1345
2020,1,21,30,1163
2020,6,21,38,1373
2019,4,21,38,1528
2019,3,21,58,1384
2020,4,21,5,1720
2019,4,21,55,1339
2020,5,21,34,1285
2013,1,21,9,419
2013,1,21,36,378
2013,6,21,30,421
2013,7,21,58,379
2013,7,21,16,444
2013,4,21,26,534
2014,1,21,23,557
2013,1,21,13,436
2014,7,21,9,502
2014,1,21,21,489
2014,3,21,45,665
2013,7,21,38,453
2013,5,21,28,454
2014,1,21,14,525
2014,5,21,15,724
2013,7,21,34,430
2013,3,21,49,445
2014,5,21,59,552
2013,7,21,14,450
2013,7,21,5,483
2013,7,21,23,402
2014,2,21,37,654
2013,7,21,8,495
2013,1,21,45,380
2013,7,21,15,467
2014,7,21,16,506
2014,4,21,18,662
2013,3,21,2,631
2013,2,21,28,477
2013,4,21,28,518
2014,7,21,24,473
2014,6,21,22,531
2013,1,21,26,338
2013,2,21,13,538
2013,4,21,9,642
2014,6,21,51,464
2014,2,21,42,623
2014,1,21,47,443
2014,5,21,9,753
2013,5,21,7,486
2014,7,21,12,518
2014,7,21,18,479
2014,7,21,10,515
2013,3,21,39,503
2014,6,21,5,604
2014,4,21,24,665
2013,7,21,31,414
2014,6,21,57,494
2013,7,21,11,445
2013,3,21,34,543
2013,7,21,24,424
2013,1,21,8,475
2013,2,21,15,526
2014,1,21,33,513
2013,1,21,50,385
2013,7,21,7,485
2013,4,21,2,633
2014,3,21,15,746
2013,2,21,54,369
2013,5,21,25,458
2013,1,21,2,463
2013,7,21,50,379
2013,4,21,0,608
2013,2,21,12,531
2014,3,21,31,630
2013,6,21,8,418
2013,5,21,22,439
2013,2,21,26,471
2013,5,21,20,473
2013,6,21,37,391
2013,4,21,45,505
2013,5,21,18,516
2014,6,21,47,484
2013,5,21,12,510
2013,4,21,58,490
2014,1,21,11,550
2014,2,21,33,683
2013,7,21,37,353
2014,7,21,43,470
2013,4,21,23,568
2014,5,21,49,617
2014,4,21,12,715
2014,3,21,34,660
2013,1,21,49,350
2014,6,21,58,460
2014,2,21,38,635
2014,4,21,47,619
2013,6,21,31,412
2013,5,21,40,448
2013,7,21,6,458
2013,6,21,49,360
2013,6,21,19,414
2014,3,21,19,732
2014,5,21,43,590
2013,5,21,38,425
2013,7,21,3,444
2014,3,21,8,771
2014,5,21,22,690
2014,1,21,15,512
2014,7,21,34,459
2014,6,21,7,562
2014,2,21,16,745
2014,3,21,7,763
2014,3,21,4,758
2014,2,21,4,749
2013,6,21,18,422
2013,4,21,32,544
2013,6,21,43,422
2014,4,21,7,754
2014,2,21,8,800
2013,3,21,51,492
2013,6,21,44,421
2013,4,21,44,518
2013,2,21,27,460
2014,6,21,15,527
2013,7,21,20,424
2013,7,21,41,405
2014,6,21,3,607
2014,2,21,45,592
2013,4,21,37,534
2013,3,21,32,486
2014,2,21,13,688
2014,5,21,24,669
2014,3,21,30,699
2014,1,21,31,512
2014,3,21,48,633
2013,4,21,24,571
2013,2,21,1,579
2014,5,21,29,706
2014,4,21,2,732
2014,6,21,28,522
2013,3,21,45,456
2014,4,21,25,640
2013,3,21,41,497
2014,7,21,14,509
2014,1,21,13,532
2013,1,21,43,371
2013,3,21,29,535
2014,5,21,27,712
2014,4,21,34,654
2013,4,21,57,458
2013,4,21,3,668
2013,3,21,50,494
2014,3,21,43,611
2013,5,21,14,472
2014,3,21,32,693
2014,4,21,52,575
2013,5,21,24,476
2014,1,21,35,495
2013,3,21,40,503
2013,6,21,12,439
2013,1,21,0,425
2014,5,21,58,571
2014,4,21,45,582
2013,4,21,46,499
2013,2,21,34,431
2014,6,21,26,523
2014,1,21,37,581
2013,7,21,56,368
2013,2,21,10,544
2013,6,21,13,442
2013,1,21,46,390
2014,7,21,28,491
2013,2,21,22,469
2014,2,21,35,651
2013,2,21,52,383
2013,3,21,48,515
2014,5,21,50,589
2014,2,21,2,757
2013,2,21,21,498
2013,2,21,49,422
2013,3,21,28,497
2013,6,21,4,470
2014,6,21,24,522
2013,6,21,42,384
2014,2,21,52,561
2014,7,21,30,432
2014,2,21,7,802
2013,7,21,4,485
2014,7,21,1,543
2013,6,21,21,453
2013,6,21,40,376
2013,1,21,18,420
2014,2,21,59,560
2013,6,21,58,377
2014,2,21,10,807
2014,7,21,8,530
2014,5,21,12,746
2014,5,21,3,785
2014,3,21,24,685
2014,1,21,4,605
2014,7,21,42,450
2014,6,21,54,483
2013,4,21,48,489
2013,6,21,41,369
2014,6,21,52,484
2013,3,21,59,451
2013,5,21,16,483
2014,3,21,21,707
2013,6,21,3,442
2013,3,21,11,557
2014,2,21,51,526
2013,5,21,19,508
2014,7,21,37,519
2014,1,21,20,505
2014,3,21,56,590
2013,4,21,29,547
2014,5,21,38,654
2014,6,21,30,463
2014,4,21,31,604
2015,4,21,52,763
2013,2,21,59,370
2015,2,21,18,812
2014,5,21,46,590
2015,6,21,40,611
2013,1,21,1,447
2015,6,21,8,726
2015,6,21,52,605
2016,1,21,44,689
2015,1,21,19,652
2015,3,21,42,768
2015,6,21,54,603
2016,7,21,18,787
2015,1,21,18,623
2015,4,21,51,780
2014,5,21,14,734
2015,2,21,56,643
2016,7,21,13,838
2014,6,21,46,477
2016,1,21,43,651
2015,4,21,33,826
2016,6,21,49,842
2017,5,21,10,1646
2015,4,21,39,842
2015,2,21,45,720
2015,3,21,55,681
2015,1,21,24,574
2016,1,21,25,729
2016,6,21,57,719
2015,4,21,16,885
2015,5,21,38,721
2014,5,21,56,620
2015,2,21,4,922
2013,2,21,25,450
2015,7,21,40,554
2015,1,21,5,669
2015,4,21,23,923
2015,5,21,19,801
2015,5,21,1,906
2015,6,21,32,656
2016,3,21,45,1028
2015,7,21,14,621
2016,7,21,34,767
2015,6,21,20,621
2013,1,21,48,354
2015,2,21,29,796
2015,3,21,20,759
2015,6,21,6,732
2014,3,21,10,794
2015,5,21,11,925
2014,3,21,51,591
2013,2,21,53,385
2013,6,21,52,393
2016,3,21,8,1406
2015,7,21,6,639
2015,3,21,49,709
2014,3,21,16,727
2013,5,21,27,451
2016,5,21,53,1004
2015,4,21,49,778
2015,5,21,25,838
2016,7,21,37,756
2015,4,21,4,954
2015,2,21,3,870
2015,4,21,10,1028
2015,2,21,54,630
2015,4,21,50,743
2017,4,21,54,1251
2016,7,21,22,774
2015,4,21,55,693
2013,6,21,2,473
2015,3,21,10,928
2013,1,21,28,382
2015,1,21,33,621
2015,3,21,29,737
2015,2,21,44,714
2017,5,21,51,1201
2016,7,21,54,707
2014,7,21,3,578
2015,5,21,23,805
2015,7,21,2,663
2015,7,21,54,582
2015,4,21,56,745
2016,4,21,53,1035
2016,2,21,5,1303
2016,2,21,7,1244
2017,3,21,9,1470
2015,7,21,8,609
2016,6,21,16,947
2015,3,21,59,709
2016,3,21,6,1372
2017,1,21,30,994
2015,5,21,26,792
2016,4,21,50,1066
2014,3,21,0,815
2015,6,21,23,652
2015,4,21,13,887
2015,7,21,26,556
2016,6,21,58,764
2017,1,21,49,853
2016,7,21,15,871
2015,3,21,41,767
2016,3,21,14,1265
2015,1,21,26,618
2016,7,21,57,779
2015,7,21,35,497
2015,3,21,13,949
2017,5,21,56,1124
2016,7,21,7,854
2016,2,21,34,944
2017,5,21,4,1571
2016,2,21,56,845
2015,7,21,28,544
2015,7,21,31,587
2015,2,21,10,853
2015,7,21,4,649
2013,7,21,0,465
2015,7,21,52,540
2015,6,21,37,591
2017,1,21,10,1060
2015,5,21,59,754
2015,1,21,42,534
2015,1,21,10,655
2017,6,21,0,1144
2015,2,21,8,954
2015,3,21,12,954
2017,7,21,8,1081
2016,2,21,36,981
2015,3,21,53,739
2016,7,21,2,856
2016,5,21,27,1126
2015,1,21,7,700
2017,2,21,31,1165
2016,2,21,15,1108
2016,6,21,42,839
2015,2,21,9,932
2015,1,21,11,659
2015,7,21,41,529
2015,1,21,32,497
2015,3,21,9,926
2016,2,21,38,895
2015,5,21,10,880
